376,379,418,389
342,336,306,348
320,339,395,381
382,363,428,383
335,326,349,350
313,329,379,353
385,381,414,381
321,318,324,353
346,361,395,408
372,373,410,383
318,303,332,352
333,346,397,389
362,367,405,363
322,329,333,350
323,342,407,384
375,377,403,354
308,310,342,359
343,359,408,384
362,357,404,375
324,327,326,358
334,350,401,347
376,372,379,330
321,325,335,343
362,376,410,387
375,374,391,343
313,320,338,324
360,371,420,386
375,369,386,354
305,317,349,356
350,360,399,385
368,361,383,373
313,322,317,347
360,369,418,391
369,358,369,367
320,325,328,330
371,377,419,386
366,344,336,330
303,315,354,343
373,380,440,376
344,346,393,347
313,323,346,378
381,373,418,399
343,329,338,343
320,334,388,389
371,376,410,394
333,326,339,352
336,333,390,382
368,367,401,379
319,317,311,357
356,367,408,390
364,360,379,358
310,316,331,360
363,372,388,379
368,369,382,378
312,307,319,338
364,377,418,387
355,351,346,360
302,307,329,346
370,378,422,400
370,369,378,369
319,327,334,321
356,356,390,390
352,349,358,356
315,322,346,374
374,377,419,388
346,341,352,367
320,336,376,361
368,367,407,393
340,336,344,359
327,344,381,388
363,376,421,382
332,329,340,361
328,343,403,373
374,370,406,389
323,312,319,350
357,364,413,398
362,356,359,358
300,304,324,336
362,366,410,381
356,349,359,361
316,328,357,357
374,382,431,385
350,348,362,354
312,321,371,387
379,378,424,384
343,330,337,331
327,341,399,382
379,376,423,380
336,329,315,354
328,336,379,370
379,379,407,373
316,313,337,352
346,361,405,373
367,364,400,349
315,310,333,341
360,372,407,390
357,352,349,351
307,313,350,373
374,376,422,389
340,334,358,364
319,333,372,385
381,375,409,391
329,324,340,337
328,346,393,372
368,364,386,365
298,294,329,357
366,378,429,390
357,338,383,348
290,304,321,344
381,384,440,395
364,352,353,326
301,319,354,382
389,388,419,396
336,319,339,323
300,314,372,376
383,382,425,387
339,331,343,354
321,343,408,375
387,384,423,376
315,309,322,327
343,362,410,411
374,362,398,355
294,302,328,326
361,376,411,379
366,355,370,338
296,308,331,338
373,382,434,392
346,329,366,322
298,313,351,361
397,396,436,401
359,341,343,334
300,304,349,366
389,389,441,392
344,336,347,356
306,325,382,367
393,397,452,383
330,323,313,335
330,356,394,360
390,383,412,378
287,297,312,324
367,376,420,381
360,353,378,356
292,296,333,374
387,388,439,405
347,336,325,328
313,333,368,383
400,397,447,381
320,307,330,346
315,340,374,387
376,356,418,383
312,298,315,351
332,339,395,402
382,374,391,367
295,301,327,364
376,374,439,404
352,335,372,349
266,270,295,345
349,360,389,404
384,377,356,357
317,327,346,363
372,367,432,391
351,341,334,350
335,354,409,408
389,389,418,378
320,314,315,348
352,363,410,388
384,376,380,349
301,302,325,339
389,383,442,411
359,341,384,349
223,239,309,351
183,197,375,383
35,54,221,331
34,69,213,345
165,183,269,357
165,174,211,312
240,267,304,372
301,292,315,360
201,256,277,352
341,344,382,384
369,354,347,347
347,353,331,354
438,442,436,398
467,457,419,386
541,549,585,429
526,753,644,442
393,510,465,368
327,386,429,382
417,434,475,401
309,309,366,329
154,183,323,357
121,149,278,321
116,125,179,309
195,227,279,382
290,295,321,357
257,278,295,334
379,386,393,378
436,416,402,391
454,693,455,409
690,751,700,459
371,538,492,354
311,421,446,380
436,473,548,424
378,381,399,348
328,346,421,386
402,405,461,389
328,326,344,296
320,347,412,378
392,387,428,395
306,308,333,345
361,373,441,404
368,362,379,337
297,301,319,371
389,388,400,395
352,342,361,345
300,318,371,391
386,387,431,401
346,333,346,360
301,319,370,387
383,372,439,383
311,297,334,356
322,345,410,397
379,371,432,379
289,291,332,309
326,355,412,404
372,361,400,370
284,300,339,361
371,401,460,410
374,360,397,360
298,307,343,378
387,387,442,396
324,317,328,343
258,271,370,358
178,188,323,338
18,31,146,296
127,165,251,370
267,263,310,366
304,317,324,388
811,776,750,388
395,502,520,375
305,373,387,360
381,417,477,400
366,364,372,358
299,322,388,376
398,394,442,384
321,313,322,322
257,272,355,365
125,136,275,335
26,52,154,338
161,186,276,386
248,243,256,363
251,260,256,373
371,378,404,394
382,389,379,363
494,1023,510,373
602,973,729,431
384,425,454,350
355,404,454,405
411,421,454,382
329,325,336,356
376,394,450,417
370,358,371,345
236,235,296,343
159,178,292,350
97,115,165,320
144,163,233,369
263,258,316,362
245,237,240,337
286,307,353,381
351,357,384,352
318,308,327,352
371,388,405,402
456,467,472,409
508,780,544,450
552,535,691,424
432,459,503,355
305,341,369,348
394,418,480,405
387,375,393,358
307,321,344,372
388,396,461,398
338,324,366,353
227,248,346,376
192,201,316,342
103,114,182,303
136,152,231,358
255,248,311,366
229,225,252,329
277,300,346,382
319,327,327,355
285,291,283,353
370,377,427,388
411,400,431,388
446,461,462,428
461,891,773,478
370,486,519,372
293,394,433,383
292,318,436,372
55,74,124,248
67,117,168,323
219,221,278,364
240,257,284,369
388,401,463,434
630,670,794,547
153,550,579,337
211,385,520,401
122,194,299,311
32,80,168,306
184,208,228,328
247,237,206,303
259,267,319,378
358,361,397,390
369,364,365,372
514,537,599,476
260,707,748,407
256,324,450,353
350,418,481,410
388,403,409,365
291,312,336,360
378,400,456,406
380,376,401,352
304,316,348,378
393,401,439,404
363,348,373,352
248,270,350,364
224,235,315,338
76,92,136,308
123,154,206,359
259,260,284,374
209,229,258,344
276,310,375,379
345,341,352,370
317,324,318,371
432,434,466,417
559,536,583,420
401,736,580,383
420,516,550,387
365,388,419,347
298,334,366,379
400,384,454,396
290,266,343,328
121,145,270,348
149,162,223,346
149,150,182,320
222,254,287,390
288,294,338,367
